User: Vannucci

00 Run_Number: 03

01 Start Field: -1
02 Field Sweep: 0.0005
03 Record Step Field: 0.01
04 End Field: 0
05 Double Linear (y/n): n

06 CurrBias Lock-in Sens: 5e-6
07 Current Bias Resistor: 1.015e6
08 Lock-in Output Voltage: 0.1
09 Additional Lock-in Volt Gain: 1
10 Averaging: 5

11 User: Vannucci
12 Save Name: S-Si0023-V_B1_30V_-1_0
13 TimeStamp (y/n): y
14 Comments: 

Gate Voltage = 30V for a Magnetic Field Sweep.
MEASURING --X-- ON LOCK-IN
Hall Measurement between 24 and 34 using current biasing of 36 and 23GND
temp = 1k

Collected Data
Time, Field, Gate Voltage, Gate Current, Device Voltage, Device Current, Device Conductane, Device Resistance
s, T, V, A, V, A, S, Ohms
1012.34799981,-0.61,29.99608,1.576202e-11,-2.985925407e-06,9.85221674877e-08,-0.0329955220103,-30.307142881
1038.40999985,-0.6,29.99604,1.45053e-11,-2.947512469e-06,9.85221674877e-08,-0.0334255303494,-29.9172515604
1065.9059999,-0.59,29.99604,1.916672e-11,-2.90524424e-06,9.85221674877e-08,-0.0339118364409,-29.488229036
1091.07299995,-0.58,29.99597,1.689926e-11,-2.86402064e-06,9.85221674877e-08,-0.0343999502349,-29.069809496
1116.36399984,-0.57,29.99606,1.492656e-11,-2.825996864e-06,9.85221674877e-08,-0.0348628014216,-28.6838681696
1141.227,-0.56,29.996,1.60709e-11,-2.785378089e-06,9.85221674877e-08,-0.0353712007274,-28.2715876033
1166.74299979,-0.55,29.99603,1.555142e-11,-2.747529718e-06,9.85221674877e-08,-0.0358584538112,-27.8874266377
1192.24499989,-0.54,29.99605,1.270793e-11,-2.704294576e-06,9.85221674877e-08,-0.0364317439239,-27.4485899464
1218.32099986,-0.53,29.99599,1.12616e-11,-2.666625435e-06,9.85221674877e-08,-0.0369463840683,-27.0662481653
1243.59799981,-0.52,29.99603,1.885784e-11,-2.623474396e-06,9.85221674877e-08,-0.0375540800543,-26.6282651194
1269.01899981,-0.51,29.99603,1.594454e-11,-2.584224298e-06,9.85221674877e-08,-0.0381244644917,-26.2298766247
1294.61599994,-0.5,29.99604,1.791014e-11,-2.547429861e-06,9.85221674877e-08,-0.03867512468,-25.8564130892
1320.24299979,-0.49,29.996,1.988978e-11,-2.500958941e-06,9.85221674877e-08,-0.0393937564798,-25.3847332511
1346.06399989,-0.48,29.99605,9.702943e-12,-2.469140112e-06,9.85221674877e-08,-0.0399014081902,-25.0617721368
1371.69099998,-0.47,29.99605,1.501082e-11,-2.423623662e-06,9.85221674877e-08,-0.0406507697678,-24.5997801693
1397.84699988,-0.46,29.99594,1.271495e-11,-2.393649849e-06,9.85221674877e-08,-0.0411598077007,-24.2955459673
1425.329,-0.45,29.99587,1.778378e-11,-2.351176072e-06,9.85221674877e-08,-0.0419033557975,-23.8644371308
1450.63499999,-0.44,29.99603,1.279218e-11,-2.309096963e-06,9.85221674877e-08,-0.042666968545,-23.4373341745
1477.03199983,-0.43,29.99607,1.585328e-11,-2.272880899e-06,9.85221674877e-08,-0.0433468236418,-23.0697411249
1501.87799978,-0.42,29.99601,1.459658e-11,-2.23521847e-06,9.85221674877e-08,-0.0440771981844,-22.6874674705
1527.74499989,-0.41,29.99612,1.187243e-11,-2.194832348e-06,9.85221674877e-08,-0.0448882428662,-22.2775483322
1553.24599981,-0.4,29.99599,1.364172e-11,-2.158576602e-06,9.85221674877e-08,-0.0456421918946,-21.9095525103
1578.66299987,-0.39,29.99597,1.133181e-11,-2.122119091e-06,9.85221674877e-08,-0.0464263141053,-21.5395087737
1605.14999986,-0.38,29.99592,1.588136e-11,-2.084627459e-06,9.85221674877e-08,-0.0472612826154,-21.1589687089
1630.01599979,-0.37,29.99603,1.710986e-11,-2.046813919e-06,9.85221674877e-08,-0.0481344037057,-20.7751612779
1656.06299996,-0.36,29.99604,2.031098e-11,-2.009041928e-06,9.85221674877e-08,-0.0490393784792,-20.3917755692
1681.81900001,-0.35,29.99601,1.415426e-11,-1.97070866e-06,9.85221674877e-08,-0.0499932686588,-20.002692899
1708.27599978,-0.34,29.99595,1.107906e-11,-1.933931831e-06,9.85221674877e-08,-0.050943971193,-19.6294080847
1734.03299999,-0.33,29.99603,1.73345e-11,-1.896994069e-06,9.85221674877e-08,-0.0519359385976,-19.2544898004
1759.64899993,-0.32,29.996,1.265176e-11,-1.859410446e-06,9.85221674877e-08,-0.0529857018388,-18.8730160269
1784.95099998,-0.31,29.99609,1.140202e-11,-1.821581773e-06,9.85221674877e-08,-0.054086052544,-18.489054996
1812.227,-0.3,29.99607,1.664654e-11,-1.787242903e-06,9.85221674877e-08,-0.0551252251847,-18.1405154655
1838.71899986,-0.29,29.99603,1.56146e-11,-1.739632596e-06,9.85221674877e-08,-0.056633893682,-17.6572708494
1863.56699991,-0.28,29.99597,1.532676e-11,-1.69442639e-06,9.85221674877e-08,-0.0581448495309,-17.1984278585
1889.08299994,-0.27,29.99605,2.18273e-11,-1.674503827e-06,9.85221674877e-08,-0.0588366332158,-16.996213844
1916.35499978,-0.26,29.99595,1.138799e-11,-1.635569349e-06,9.85221674877e-08,-0.0602372302635,-16.6010288924
1941.85699987,-0.25,29.99606,1.559354e-11,-1.592824846e-06,9.85221674877e-08,-0.0618537359805,-16.1671721869
1970.24799991,-0.24,29.99599,1.242007e-11,-1.552697566e-06,9.85221674877e-08,-0.0634522586015,-15.7598802949
1996.94999981,-0.23,29.99597,1.392256e-11,-1.5197908e-06,9.85221674877e-08,-0.0648261375761,-15.42587662
2022.59599996,-0.22,29.9961,1.016633e-11,-1.482847693e-06,9.85221674877e-08,-0.0664411914675,-15.0509040839
2048.98799992,-0.21,29.99605,1.429467e-11,-1.439782759e-06,9.85221674877e-08,-0.0684284951128,-14.6137950039
2075.14399981,-0.2,29.99607,1.026462e-11,-1.405136449e-06,9.85221674877e-08,-0.070115729727,-14.2621349573
2100.44099998,-0.19,29.99602,1.45053e-11,-1.363307498e-06,9.85221674877e-08,-0.0722670179928,-13.8375711047
2126.62699986,-0.18,29.99603,1.649912e-11,-1.322089192e-06,9.85221674877e-08,-0.0745200611909,-13.4192052988
2153.99899983,-0.17,29.99605,9.815271e-12,-1.28434522e-06,9.85221674877e-08,-0.0767100355523,-13.036103983
2179.625,-0.16,29.99597,1.47721e-11,-1.248130257e-06,9.85221674877e-08,-0.0789358057263,-12.6685221086
2204.58599997,-0.15,29.99606,1.752405e-11,-1.211932961e-06,9.85221674877e-08,-0.0812934136278,-12.3011195542
2230.62799978,-0.14,29.99607,1.515826e-11,-1.1740349e-06,9.85221674877e-08,-0.0839175798672,-11.916454235
2256.60899997,-0.13,29.99614,8.263631e-12,-1.134219697e-06,9.85221674877e-08,-0.0868633896486,-11.5123299246
2282.76099992,-0.12,29.99609,1.439297e-11,-1.096925986e-06,9.85221674877e-08,-0.089816604534,-11.1337987579
2308.07199979,-0.11,29.99603,1.138095e-11,-1.054622715e-06,9.85221674877e-08,-0.0934193490112,-10.7044205573
