User: Vannucci

00 Run_Number: 23

01 Start Gate Voltage: 35
02 Step Gate Voltage: 0.1
03 End Gate Voltage: 0
04 Double Linear (y/n): n
05 Turn off Keithley (y/n): n

06 CurrBias Lock-in Sens: 20e-6
07 Current Bias Resistor: 1.009e9
08 Lock-in Output Voltage: 10
09 Additional Lock-in Volt Gain: 1

10 User: Vannucci
11 Save Name: S-SiA0036-V_B1_leads
12 TimeStamp (y/n): y
13 Comments: 

Using Janis System

Lead Gates = J10, J3, J14, J16
--voltage = 35V
Center Gate = J12
--Voltage = 0V to 35V
Current Out = J6
GND Pin = J17
Voltage + = J11
Voltage - = J15

open = J1, J2, J18, J26

Collected Data
Time, Gate Voltage, Gate Current, Device Voltage, Device Current, Device Conductane, Device Resistance
s, V, A, V, A, S, Ohms
0.415000200272,34.99878,4.418853e-09,1.896656686e-05,9.91080277502e-09,0.00052254068162,1913.72659617
1.29300022125,34.89833,4.253963e-09,1.898502606e-05,9.91080277502e-09,0.000522032613687,1915.58912945
2.17200016975,34.79834,4.301963e-09,1.898819134e-05,9.91080277502e-09,0.000521945592266,1915.90850621
3.08500003815,34.69809,4.307396e-09,1.893040554e-05,9.91080277502e-09,0.00052353885151,1910.07791899
3.96400022507,34.59818,4.281217e-09,1.905468574e-05,9.91080277502e-09,0.000520124178916,1922.61779117
4.8820002079,34.49833,4.235859e-09,1.931935412e-05,9.91080277502e-09,0.000512998659969,1949.32283071
5.78000020981,34.3982,4.22017e-09,1.940618102e-05,9.91080277502e-09,0.00051070340758,1958.08366492
6.65900015831,34.29807,4.211532e-09,1.94736625e-05,9.91080277502e-09,0.000508933682867,1964.89254625
7.57700014114,34.19802,4.269002e-09,1.956357888e-05,9.91080277502e-09,0.000506594567171,1973.96510899
8.47500014305,34.09771,4.306314e-09,1.97321732e-05,9.91080277502e-09,0.000502266155612,1990.97627588
9.35400009155,33.99757,4.262402e-09,1.968867326e-05,9.91080277502e-09,0.000503375856979,1986.58713193
10.2720000744,33.89743,4.217795e-09,1.955312022e-05,9.91080277502e-09,0.000506865536728,1972.9098302
11.1690001488,33.79737,4.209899e-09,1.966894842e-05,9.91080277502e-09,0.000503880663236,1984.59689558
12.0480000973,33.69767,4.076848e-09,1.979451204e-05,9.91080277502e-09,0.000500684369233,1997.26626484
12.9660000801,33.5974,4.257638e-09,1.993500964e-05,9.91080277502e-09,0.000497155655001,2011.44247268
13.8650000095,33.49729,4.169554e-09,2.00398568e-05,9.91080277502e-09,0.000494554570621,2022.02155112
14.7620000839,33.39721,4.12966e-09,2.01459062e-05,9.91080277502e-09,0.000491951202226,2032.72193558
15.6400001049,33.29709,4.103811e-09,2.03241828e-05,9.91080277502e-09,0.0004876359789,2050.71004452
16.5540001392,33.19671,3.976413e-09,2.05648278e-05,9.91080277502e-09,0.000481929772105,2074.99112502
17.4490001202,33.09655,3.899753e-09,2.06031974e-05,9.91080277502e-09,0.00048103226808,2078.86261766
18.3280000687,32.99641,3.834736e-09,2.05209606e-05,9.91080277502e-09,0.000482959982635,2070.56492454
19.242000103,32.8964,3.726593e-09,2.05145824e-05,9.91080277502e-09,0.000483110139986,2069.92136416
20.1380000114,32.79664,3.651166e-09,2.06300476e-05,9.91080277502e-09,0.000480406200082,2081.57180284
21.0170001984,32.69635,3.715764e-09,2.07797514e-05,9.91080277502e-09,0.000476945204216,2096.67691626
21.9310002327,32.59632,3.689496e-09,2.07752344e-05,9.91080277502e-09,0.000477048902756,2096.22115096
22.8280000687,32.49624,3.667453e-09,2.09414864e-05,9.91080277502e-09,0.000473261667568,2112.99597776
23.7080001831,32.39569,3.650372e-09,2.10940932e-05,9.91080277502e-09,0.000469837820524,2128.39400388
24.6260001659,32.29535,3.577935e-09,2.1289199e-05,9.91080277502e-09,0.000465531971166,2148.0801791
25.5240001678,32.19546,3.529372e-09,2.1460066e-05,9.91080277502e-09,0.000461825363213,2165.3206594
26.4020001888,32.09527,3.688036e-09,2.1422038e-05,9.91080277502e-09,0.000462645186934,2161.4836342
27.3210000992,31.99515,3.731946e-09,2.1336905e-05,9.91080277502e-09,0.000464491114106,2152.8937145
28.2190001011,31.89845,3.378855e-09,2.14600986e-05,9.91080277502e-09,0.000461824661655,2165.32394874
